ILMN_1762337,Gene_1
ILMN_1783443,Gene_916
ILMN_1729320,Gene_917
ILMN_2403534,Gene_918
ILMN_2276904,Gene_919
ILMN_1751975,Gene_920
ILMN_2393149,Gene_921
ILMN_1680996,Gene_922
ILMN_1792150,Gene_923
ILMN_1651466,Gene_924
ILMN_1797875,Gene_925
ILMN_1678255,Gene_926
ILMN_1752669,Gene_927
ILMN_2078697,Gene_928
ILMN_1811238,Gene_929
ILMN_1734630,Gene_930
ILMN_1701603,Gene_931
ILMN_1693789,Gene_932
ILMN_1801851,Gene_933
ILMN_1750256,Gene_934
ILMN_1700596,Gene_935
ILMN_1702322,Gene_936
ILMN_1690636,Gene_937
ILMN_1792449,Gene_938
ILMN_1765674,Gene_939
ILMN_1787314,Gene_940
ILMN_1663897,Gene_941
ILMN_1800958,Gene_942
ILMN_1760889,Gene_943
ILMN_2191902,Gene_944
ILMN_1729325,Gene_945
ILMN_1803384,Gene_946
ILMN_1797432,Gene_947
ILMN_1794728,Gene_948
ILMN_1715988,Gene_949
ILMN_1713315,Gene_950
ILMN_2194619,Gene_951
ILMN_1759670,Gene_952
ILMN_2367172,Gene_953
ILMN_1792741,Gene_954
ILMN_1794384,Gene_955
ILMN_1688019,Gene_956
ILMN_1751092,Gene_957
ILMN_1697611,Gene_958
ILMN_1695446,Gene_959
ILMN_1662681,Gene_960
ILMN_1788462,Gene_961
ILMN_1667994,Gene_962
ILMN_1788239,Gene_963
ILMN_1695759,Gene_964
ILMN_2397406,Gene_965
ILMN_1727258,Gene_966
ILMN_1723116,Gene_967
ILMN_1666258,Gene_968
ILMN_1660995,Gene_969
ILMN_1736412,Gene_970
ILMN_1778723,Gene_971
ILMN_1765460,Gene_972
ILMN_1725896,Gene_973
ILMN_1738233,Gene_974
ILMN_1670506,Gene_975
ILMN_1779374,Gene_976
ILMN_2394242,Gene_977
ILMN_1727023,Gene_978
ILMN_1683901,Gene_979
ILMN_1750880,Gene_980
ILMN_1792409,Gene_981
ILMN_1748141,Gene_982
ILMN_1778788,Gene_983
ILMN_1759312,Gene_984
ILMN_1701589,Gene_985
ILMN_1696830,Gene_986
ILMN_1786899,Gene_987
ILMN_1774447,Gene_988
ILMN_1660854,Gene_989
ILMN_1665307,Gene_990
ILMN_1731223,Gene_991
ILMN_1685834,Gene_992
ILMN_1725297,Gene_993
ILMN_1665331,Gene_994
ILMN_1713927,Gene_995
ILMN_1797796,Gene_996
ILMN_2294762,Gene_997
ILMN_2408219,Gene_998
ILMN_2094262,Gene_999
ILMN_2094261,Gene_1000
ILMN_1726327,Gene_1001
ILMN_1663313,Gene_1002
ILMN_1719031,Gene_1003
ILMN_2131123,Gene_1004
ILMN_1801303,Gene_1005
ILMN_1751102,Gene_1006
ILMN_1694882,Gene_1007
ILMN_2073157,Gene_1008
ILMN_1785742,Gene_1009
ILMN_2309549,Gene_1010
ILMN_1801606,Gene_1011
ILMN_1664435,Gene_1012
ILMN_1804812,Gene_1013
ILMN_1659553,Gene_1014
ILMN_1770378,Gene_1015
ILMN_2343563,Gene_1016
ILMN_1726281,Gene_1017
ILMN_1753773,Gene_1018
ILMN_1722102,Gene_1019
ILMN_1674988,Gene_1020
ILMN_1793894,Gene_1021
ILMN_1733096,Gene_1022
ILMN_1813243,Gene_1023
ILMN_1802973,Gene_1024
ILMN_1723177,Gene_1025
ILMN_2199284,Gene_1026
ILMN_1696974,Gene_1027
ILMN_1760727,Gene_1028
ILMN_1665871,Gene_1029
ILMN_1736340,Gene_1030
ILMN_1677723,Gene_1031
ILMN_2086890,Gene_1032
ILMN_1774207,Gene_1033
ILMN_1758443,Gene_1034
ILMN_1669773,Gene_1035
ILMN_2145501,Gene_1036
ILMN_1772612,Gene_1037
ILMN_1695193,Gene_1038
ILMN_2143220,Gene_1039
ILMN_1674376,Gene_1040
ILMN_2386444,Gene_1041
ILMN_1707727,Gene_1042
ILMN_2166696,Gene_1043
ILMN_1725518,Gene_1044
ILMN_1813361,Gene_1045
ILMN_2317186,Gene_1046
ILMN_1684694,Gene_1047
ILMN_1776363,Gene_1048
ILMN_1652729,Gene_1049
ILMN_1661875,Gene_1050
ILMN_2390609,Gene_1051
ILMN_1651943,Gene_1052
ILMN_2112829,Gene_1053
ILMN_2112834,Gene_1054
ILMN_1813139,Gene_1055
ILMN_1811239,Gene_1056
ILMN_1794470,Gene_1057
ILMN_1801464,Gene_1058
ILMN_1735364,Gene_1059
ILMN_1660778,Gene_1060
ILMN_1692080,Gene_1061
ILMN_1765091,Gene_1062
ILMN_2341382,Gene_1063
ILMN_1778304,Gene_1064
ILMN_1766560,Gene_1065
ILMN_1797873,Gene_1066
ILMN_1675483,Gene_1067
ILMN_2251062,Gene_1068
ILMN_1799369,Gene_1069
ILMN_1784292,Gene_1070
ILMN_1687351,Gene_1071
ILMN_2185563,Gene_1072
ILMN_1716264,Gene_1073
ILMN_1711828,Gene_1074
ILMN_2115218,Gene_1075
ILMN_2108709,Gene_1076
ILMN_1690465,Gene_1077
ILMN_1661833,Gene_1078
ILMN_1689908,Gene_1079
ILMN_1794070,Gene_1080
ILMN_2148507,Gene_1081
ILMN_1660183,Gene_1082
ILMN_1667830,Gene_1083
ILMN_1790351,Gene_1084
ILMN_1807112,Gene_1085
ILMN_1672356,Gene_1086
ILMN_1662902,Gene_1087
ILMN_1659156,Gene_1088
ILMN_1675435,Gene_1089
ILMN_2353431,Gene_1090
ILMN_1787064,Gene_1091
ILMN_2406335,Gene_1092
ILMN_1712019,Gene_1093
ILMN_1666221,Gene_1094
ILMN_1682547,Gene_1095
ILMN_1747839,Gene_1096
ILMN_1679184,Gene_1097
ILMN_2215824,Gene_1098
ILMN_1670452,Gene_1099
ILMN_2289424,Gene_1100
ILMN_2398211,Gene_1101
ILMN_1680631,Gene_1102
ILMN_2181867,Gene_1103
ILMN_1757147,Gene_1104
ILMN_1671812,Gene_1105
ILMN_1799848,Gene_1106
ILMN_2132599,Gene_1107
ILMN_2227338,Gene_1108
ILMN_1747151,Gene_1109
ILMN_1768202,Gene_1110
ILMN_2101368,Gene_1111
ILMN_1740161,Gene_1112
ILMN_1794063,Gene_1113
ILMN_1697594,Gene_1114
ILMN_2232520,Gene_1115
ILMN_2075643,Gene_1116
ILMN_1749338,Gene_1117
ILMN_1756727,Gene_1118
ILMN_1813607,Gene_1119
ILMN_1796059,Gene_1120
ILMN_1730678,Gene_1121
ILMN_1708056,Gene_1122
ILMN_2214278,Gene_1123
ILMN_1805985,Gene_1124
ILMN_1667748,Gene_1125
ILMN_2119793,Gene_1126
ILMN_1655766,Gene_1127
ILMN_1758215,Gene_1128
ILMN_2145153,Gene_1129
ILMN_1798006,Gene_1130
ILMN_2382431,Gene_1131
ILMN_1750459,Gene_1132
ILMN_1686523,Gene_1133
ILMN_2280568,Gene_1134
ILMN_1780806,Gene_1135
ILMN_2189614,Gene_1136
ILMN_1756417,Gene_1137
ILMN_1776936,Gene_1138
ILMN_1710979,Gene_1139
ILMN_1758846,Gene_1140
ILMN_1751744,Gene_1141
ILMN_2091590,Gene_1142
ILMN_1676605,Gene_1143
ILMN_1779882,Gene_1144
ILMN_1755049,Gene_1145
ILMN_2059844,Gene_1146
ILMN_1733716,Gene_1147
ILMN_1712298,Gene_1148
ILMN_1755588,Gene_1149
ILMN_1669259,Gene_1150
ILMN_1728957,Gene_1151
ILMN_1793466,Gene_1152
ILMN_2367300,Gene_1153
ILMN_2226304,Gene_1154
ILMN_1772660,Gene_1155
ILMN_1766309,Gene_1156
ILMN_2341724,Gene_1157
ILMN_2072045,Gene_1158
ILMN_1724040,Gene_1159
ILMN_1692849,Gene_1160
ILMN_1698159,Gene_1161
ILMN_2178587,Gene_1162
ILMN_2354930,Gene_1163
ILMN_1779951,Gene_1164
ILMN_1675937,Gene_1165
ILMN_2048607,Gene_1166
ILMN_1813669,Gene_1167
ILMN_1758392,Gene_1168
ILMN_1696131,Gene_1169
ILMN_2340974,Gene_1170
ILMN_1751636,Gene_1171
ILMN_2199658,Gene_1172
ILMN_1735108,Gene_1173
ILMN_1677487,Gene_1174
ILMN_2273796,Gene_1175
ILMN_2370692,Gene_1176
ILMN_1739645,Gene_1177
ILMN_1767111,Gene_1178
ILMN_2228215,Gene_1179
ILMN_1690154,Gene_1180
ILMN_1674941,Gene_1181
ILMN_1675423,Gene_1182
ILMN_1683824,Gene_1183
ILMN_1732948,Gene_1184
ILMN_1709124,Gene_1185
ILMN_1762629,Gene_1186
ILMN_1769259,Gene_1187
ILMN_1798679,Gene_1188
ILMN_1807945,Gene_1189
ILMN_1684293,Gene_1190
ILMN_2151412,Gene_1191
ILMN_1655868,Gene_1192
ILMN_1728191,Gene_1193
ILMN_1684923,Gene_1194
ILMN_1763837,Gene_1195
ILMN_1887731,Gene_1196
ILMN_1670379,Gene_1197
ILMN_1811877,Gene_1198
ILMN_2387995,Gene_1199
ILMN_1780894,Gene_1200
ILMN_1812926,Gene_1201
ILMN_1668044,Gene_1202
ILMN_1668566,Gene_1203
ILMN_2184184,Gene_1204
ILMN_1699421,Gene_1205
ILMN_2380494,Gene_1206
ILMN_1685170,Gene_1207
ILMN_1807003,Gene_1208
ILMN_2412490,Gene_1209
ILMN_1737612,Gene_1210
ILMN_1799243,Gene_1211
ILMN_1711899,Gene_1212
ILMN_1755937,Gene_1213
ILMN_2409167,Gene_1214
ILMN_1698100,Gene_1215
ILMN_2041101,Gene_1216
ILMN_1798372,Gene_1217
ILMN_1694548,Gene_1218
ILMN_1711408,Gene_1219
ILMN_1741003,Gene_1220
ILMN_2326591,Gene_1221
ILMN_1678612,Gene_1222
ILMN_1662322,Gene_1223
ILMN_1703791,Gene_1224
ILMN_1778087,Gene_1225
ILMN_2095610,Gene_1226
ILMN_2186983,Gene_1227
ILMN_2217601,Gene_1228
ILMN_1709820,Gene_1229
ILMN_1799863,Gene_1230
ILMN_1741431,Gene_1231
ILMN_2405185,Gene_1232
ILMN_1782086,Gene_1233
ILMN_1813840,Gene_1234
ILMN_1767113,Gene_1235
ILMN_1789676,Gene_1236
ILMN_2387505,Gene_1237
ILMN_1781983,Gene_1238
ILMN_2399627,Gene_1239
ILMN_2399622,Gene_1240
ILMN_2276598,Gene_1241
ILMN_1754179,Gene_1242
ILMN_1805247,Gene_1243
ILMN_2415467,Gene_1244
ILMN_1754738,Gene_1245
ILMN_1705861,Gene_1246
ILMN_1751345,Gene_1247
ILMN_1712806,Gene_1248
ILMN_2316173,Gene_1249
ILMN_1766411,Gene_1250
ILMN_2120273,Gene_1251
ILMN_1768610,Gene_1252
ILMN_1815306,Gene_1253
ILMN_2359211,Gene_1254
ILMN_1673108,Gene_1255
ILMN_1803779,Gene_1256
ILMN_1681998,Gene_1257
ILMN_2331735,Gene_1258
ILMN_1699598,Gene_1259
ILMN_2402798,Gene_1260
ILMN_1662426,Gene_1261
ILMN_1809957,Gene_1262
ILMN_1768867,Gene_1263
ILMN_1679256,Gene_1264
ILMN_2284667,Gene_1265
ILMN_1764945,Gene_1266
ILMN_2390114,Gene_1267
ILMN_2362122,Gene_1268
ILMN_1701774,Gene_1269
ILMN_1667086,Gene_1270
ILMN_1676946,Gene_1271
ILMN_2311761,Gene_1272
ILMN_1731596,Gene_1273
ILMN_1669377,Gene_1274
ILMN_1754531,Gene_1275
ILMN_1779512,Gene_1276
ILMN_1760466,Gene_1277
ILMN_1659463,Gene_1278
ILMN_2344798,Gene_1279
ILMN_2182656,Gene_1280
ILMN_1668285,Gene_1281
ILMN_1723626,Gene_1282
ILMN_2270491,Gene_1283
ILMN_2364928,Gene_1284
ILMN_1686610,Gene_1285
ILMN_1769918,Gene_1286
ILMN_1796271,Gene_1287
ILMN_1699646,Gene_1288
ILMN_1801710,Gene_1289
ILMN_1716790,Gene_1290
ILMN_1740772,Gene_1291
ILMN_2320513,Gene_1292
ILMN_1662668,Gene_1293
ILMN_1659950,Gene_1294
ILMN_1656951,Gene_1295
ILMN_1689431,Gene_1296
ILMN_1708833,Gene_1297
ILMN_1740052,Gene_1298
ILMN_1718023,Gene_1299
ILMN_2319344,Gene_1300
ILMN_1661886,Gene_1301
ILMN_1652505,Gene_1302
ILMN_1658472,Gene_1303
ILMN_2398388,Gene_1304
ILMN_1767816,Gene_1305
ILMN_1815051,Gene_1306
ILMN_1793598,Gene_1307
ILMN_2128293,Gene_1308
ILMN_1788135,Gene_1309
ILMN_1793360,Gene_1310
ILMN_1808597,Gene_1311
ILMN_1689353,Gene_1312
ILMN_1700183,Gene_1313
ILMN_2396198,Gene_1314
ILMN_1763834,Gene_1315
ILMN_2081465,Gene_1316
ILMN_1710482,Gene_1317
ILMN_1796737,Gene_1318
ILMN_1690884,Gene_1319
ILMN_1729533,Gene_1320
ILMN_1688543,Gene_1321
ILMN_1675706,Gene_1322
ILMN_1754055,Gene_1323
ILMN_1664024,Gene_1324
ILMN_1697925,Gene_1325
ILMN_1813881,Gene_1326
ILMN_1719143,Gene_1327
ILMN_1680192,Gene_1328
ILMN_2219466,Gene_1329
ILMN_1675684,Gene_1330
ILMN_1661572,Gene_1331
ILMN_2412172,Gene_1332
ILMN_2296950,Gene_1333
ILMN_1702706,Gene_1334
ILMN_1710726,Gene_1335
ILMN_1802106,Gene_1336
ILMN_2232478,Gene_1337
ILMN_1664828,Gene_1338
ILMN_1815425,Gene_1339
ILMN_1789007,Gene_1340
ILMN_1802923,Gene_1341
ILMN_1722070,Gene_1342
ILMN_1765605,Gene_1343
ILMN_1780170,Gene_1344
ILMN_1740938,Gene_1345
ILMN_1809311,Gene_1346
ILMN_1761511,Gene_1347
ILMN_1761793,Gene_1348
ILMN_1688631,Gene_1349
ILMN_2325338,Gene_1350
ILMN_1706582,Gene_1351
ILMN_2248822,Gene_1352
ILMN_2325337,Gene_1353
ILMN_2283195,Gene_1354
ILMN_1756862,Gene_1355
ILMN_2369144,Gene_1356
ILMN_1704682,Gene_1357
ILMN_1779070,Gene_1358
ILMN_1676177,Gene_1359
ILMN_1687201,Gene_1360
ILMN_1723522,Gene_1361
ILMN_1731941,Gene_1362
ILMN_1721623,Gene_1363
ILMN_1777483,Gene_1364
ILMN_2404065,Gene_1365
ILMN_1653283,Gene_1366
ILMN_2404063,Gene_1367
ILMN_1694875,Gene_1368
ILMN_2149766,Gene_1369
ILMN_1763730,Gene_1370
ILMN_1765076,Gene_1371
ILMN_1686011,Gene_1372
ILMN_1722491,Gene_1373
ILMN_1726410,Gene_1374
ILMN_2317348,Gene_1375
ILMN_2260058,Gene_1376
ILMN_1726752,Gene_1377
ILMN_1776857,Gene_1378
ILMN_1681103,Gene_1379
ILMN_2090004,Gene_1380
ILMN_1762606,Gene_1381
ILMN_1757036,Gene_1382
ILMN_1732149,Gene_1383
ILMN_1651574,Gene_1384
ILMN_1676649,Gene_1385
ILMN_1747683,Gene_1386
ILMN_1807036,Gene_1387
ILMN_1786381,Gene_1388
ILMN_1666519,Gene_1389
ILMN_1738494,Gene_1390
ILMN_1765610,Gene_1391
ILMN_2053902,Gene_1392
ILMN_1751586,Gene_1393
ILMN_1672057,Gene_1394
ILMN_1713462,Gene_1395
ILMN_1715068,Gene_1396
ILMN_2177460,Gene_1397
ILMN_1717154,Gene_1398
ILMN_1767351,Gene_1399
ILMN_1659572,Gene_1400
ILMN_1792540,Gene_1401
ILMN_1658883,Gene_1402
ILMN_1767541,Gene_1403
ILMN_1812618,Gene_1404
ILMN_1711120,Gene_1405
ILMN_1699703,Gene_1406
ILMN_1721977,Gene_1407
ILMN_1804421,Gene_1408
ILMN_2330948,Gene_1409
ILMN_1802203,Gene_1410
ILMN_1661458,Gene_1411
ILMN_1682938,Gene_1412
ILMN_1723884,Gene_1413
ILMN_1719518,Gene_1414
ILMN_1752340,Gene_1415
ILMN_1764297,Gene_1416
ILMN_2406873,Gene_1417
ILMN_1675709,Gene_1418
ILMN_1769250,Gene_1419
ILMN_2227800,Gene_1420
ILMN_1731287,Gene_1421
ILMN_2221408,Gene_1422
ILMN_1728471,Gene_1423
ILMN_1789990,Gene_1424
ILMN_2403906,Gene_1425
ILMN_2403911,Gene_1426
ILMN_1768399,Gene_1427
ILMN_1750690,Gene_1428
ILMN_1703989,Gene_1429
ILMN_1812281,Gene_1430
ILMN_1800898,Gene_1431
ILMN_1707529,Gene_1432
ILMN_1716068,Gene_1433
ILMN_2095571,Gene_1434
ILMN_1814353,Gene_1435
ILMN_1788468,Gene_1436
ILMN_1732060,Gene_1437
ILMN_1736112,Gene_1438
ILMN_1673815,Gene_1439
ILMN_1744830,Gene_1440
ILMN_2395913,Gene_1441
ILMN_2215881,Gene_1442
ILMN_2101810,Gene_1443
ILMN_1753500,Gene_1444
ILMN_2208413,Gene_1445
ILMN_1718610,Gene_1446
ILMN_2398847,Gene_1447
ILMN_1756693,Gene_1448
ILMN_1791186,Gene_1449
ILMN_1688953,Gene_1450
ILMN_1782761,Gene_1451
ILMN_1811592,Gene_1452
ILMN_1676361,Gene_1453
ILMN_1764571,Gene_1454
ILMN_1672742,Gene_1455
ILMN_1673224,Gene_1456
ILMN_1775441,Gene_1457
ILMN_2352633,Gene_1458
ILMN_1765876,Gene_1459
ILMN_1801833,Gene_1460
ILMN_1658853,Gene_1461
ILMN_1777998,Gene_1462
ILMN_1661971,Gene_1463
ILMN_1711490,Gene_1464
ILMN_2103362,Gene_1465
ILMN_1731178,Gene_1466
ILMN_2290204,Gene_1467
ILMN_1797753,Gene_1468
ILMN_1796772,Gene_1469
ILMN_1751474,Gene_1470
ILMN_2408851,Gene_1471
ILMN_1750805,Gene_1472
ILMN_1751164,Gene_1473
ILMN_1770824,Gene_1474
ILMN_2322747,Gene_1475
ILMN_2388746,Gene_1476
ILMN_1673358,Gene_1477
ILMN_1732641,Gene_1478
ILMN_1806655,Gene_1479
ILMN_2342851,Gene_1480
ILMN_2412475,Gene_1481
ILMN_2297096,Gene_1482
ILMN_1663916,Gene_1483
ILMN_2382657,Gene_1484
ILMN_1734742,Gene_1485
ILMN_1678143,Gene_1486
ILMN_2049274,Gene_1487
ILMN_1711278,Gene_1488
ILMN_1772370,Gene_1489
ILMN_2293131,Gene_1490
ILMN_2405129,Gene_1491
ILMN_2132809,Gene_1492
ILMN_1727205,Gene_1493
ILMN_1689770,Gene_1494
ILMN_2389445,Gene_1495
ILMN_1656546,Gene_1496
ILMN_2347380,Gene_1497
ILMN_1733861,Gene_1498
ILMN_1810712,Gene_1499
ILMN_1792571,Gene_1500
ILMN_1669928,Gene_1501
ILMN_1754562,Gene_1502
ILMN_1664016,Gene_1503
ILMN_1808999,Gene_1504
ILMN_1703477,Gene_1505
ILMN_1781010,Gene_1506
ILMN_1666076,Gene_1507
ILMN_2342282,Gene_1508
ILMN_1708093,Gene_1509
ILMN_2214473,Gene_1510
ILMN_1803423,Gene_1511
ILMN_1796912,Gene_1512
ILMN_2235679,Gene_1513
ILMN_1675984,Gene_1514
ILMN_1798587,Gene_1515
ILMN_1779370,Gene_1516
ILMN_1734496,Gene_1517
ILMN_1797341,Gene_1518
ILMN_2415357,Gene_1519
ILMN_1660433,Gene_1520
ILMN_1795247,Gene_1521
ILMN_2182335,Gene_1522
ILMN_1670130,Gene_1523
ILMN_1696956,Gene_1524
ILMN_1757626,Gene_1525
ILMN_2338447,Gene_1526
ILMN_1676626,Gene_1527
ILMN_1810229,Gene_1528
ILMN_1761334,Gene_1529
ILMN_2269564,Gene_1530
ILMN_2362982,Gene_1531
ILMN_1689700,Gene_1532
ILMN_2298567,Gene_1533
ILMN_2415157,Gene_1534
ILMN_1721626,Gene_1535
ILMN_1694219,Gene_1536
ILMN_1792825,Gene_1537
ILMN_1813091,Gene_1538
ILMN_1769168,Gene_1539
ILMN_1808383,Gene_1540
ILMN_1777550,Gene_1541
ILMN_2403047,Gene_1542
ILMN_1777301,Gene_1543
ILMN_2232463,Gene_1544
ILMN_1774161,Gene_1545
ILMN_2202967,Gene_1546
ILMN_2188119,Gene_1547
ILMN_1679917,Gene_1548
ILMN_1698680,Gene_1549
ILMN_1787879,Gene_1550
ILMN_1755391,Gene_1551
ILMN_1780444,Gene_1552
ILMN_1704842,Gene_1553
ILMN_2369953,Gene_1554
ILMN_1775405,Gene_1555
ILMN_1753663,Gene_1556
ILMN_1743241,Gene_1557
ILMN_1768391,Gene_1558
ILMN_1719010,Gene_1559
ILMN_1771738,Gene_1560
ILMN_2332558,Gene_1561
ILMN_1688526,Gene_1562
ILMN_2120022,Gene_1563
ILMN_1680465,Gene_1564
ILMN_1679295,Gene_1565
ILMN_2307266,Gene_1566
ILMN_1703325,Gene_1567
ILMN_1771822,Gene_1568
ILMN_1750488,Gene_1569
ILMN_1708416,Gene_1570
ILMN_2113362,Gene_1571
ILMN_1791149,Gene_1572
ILMN_1779835,Gene_1573
ILMN_2393144,Gene_1574
ILMN_1769810,Gene_1575
ILMN_1797964,Gene_1576
ILMN_2117902,Gene_1577
ILMN_1659148,Gene_1578
ILMN_1752837,Gene_1579
ILMN_1777691,Gene_1580
ILMN_1722066,Gene_1581
ILMN_1689296,Gene_1582
ILMN_2052598,Gene_1583
ILMN_2213008,Gene_1584
ILMN_1779256,Gene_1585
ILMN_1776395,Gene_1586
ILMN_1697088,Gene_1587
ILMN_1697118,Gene_1588
ILMN_1797298,Gene_1589
ILMN_1797453,Gene_1590
ILMN_1781151,Gene_1591
ILMN_1656557,Gene_1592
ILMN_2385318,Gene_1593
ILMN_1755732,Gene_1594
ILMN_2180677,Gene_1595
ILMN_1788192,Gene_1596
ILMN_1785170,Gene_1597
ILMN_2334760,Gene_1598
ILMN_1651741,Gene_1599
ILMN_1664675,Gene_1600
ILMN_2334765,Gene_1601
ILMN_1743345,Gene_1602
ILMN_1741156,Gene_1603
ILMN_2414533,Gene_1604
ILMN_1768226,Gene_1605
ILMN_1716026,Gene_1606
ILMN_2183510,Gene_1607
ILMN_2347314,Gene_1608
ILMN_1762582,Gene_1609
ILMN_1718046,Gene_1610
ILMN_1731476,Gene_1611
ILMN_2405305,Gene_1612
ILMN_1798064,Gene_1613
ILMN_1759915,Gene_1614
ILMN_2085760,Gene_1615
ILMN_2255021,Gene_1616
ILMN_1792489,Gene_1617
ILMN_1810200,Gene_1618
ILMN_1655561,Gene_1619
ILMN_1803183,Gene_1620
ILMN_2393763,Gene_1621
ILMN_1707336,Gene_1622
ILMN_1768394,Gene_1623
ILMN_2043816,Gene_1624
ILMN_1782810,Gene_1625
ILMN_1776442,Gene_1626
ILMN_1772798,Gene_1627
ILMN_2059505,Gene_1628
ILMN_2289825,Gene_1629
ILMN_1672161,Gene_1630
ILMN_2251505,Gene_1631
ILMN_2374728,Gene_1632
ILMN_1671402,Gene_1633
ILMN_1660126,Gene_1634
ILMN_2325168,Gene_1635
ILMN_1730620,Gene_1636
ILMN_1675866,Gene_1637
ILMN_2395711,Gene_1638
ILMN_1661492,Gene_1639
ILMN_1710229,Gene_1640
ILMN_1715181,Gene_1641
ILMN_1655612,Gene_1642
ILMN_2198515,Gene_1643
ILMN_2198516,Gene_1644
ILMN_2184064,Gene_1645
ILMN_1660544,Gene_1646
ILMN_2153787,Gene_1647
ILMN_2358202,Gene_1648
ILMN_1733295,Gene_1649
ILMN_2047240,Gene_1650
ILMN_1656477,Gene_1651
ILMN_1668727,Gene_1652
ILMN_2242937,Gene_1653
ILMN_1722045,Gene_1654
ILMN_1712587,Gene_1655
ILMN_1684956,Gene_1656
ILMN_1661624,Gene_1657
ILMN_1684873,Gene_1658
ILMN_1727462,Gene_1659
ILMN_1664001,Gene_1660
ILMN_1720604,Gene_1661
ILMN_1757896,Gene_1662
ILMN_1727156,Gene_1663
ILMN_1679318,Gene_1664
ILMN_1657050,Gene_1665
ILMN_1807913,Gene_1666
ILMN_1693218,Gene_1667
ILMN_1805773,Gene_1668
ILMN_1733583,Gene_1669
ILMN_2338733,Gene_1670
ILMN_1762952,Gene_1671
ILMN_1727040,Gene_1672
ILMN_1773295,Gene_1673
ILMN_1803691,Gene_1674
ILMN_1800935,Gene_1675
ILMN_1677226,Gene_1676
ILMN_1720205,Gene_1677
ILMN_1724162,Gene_1678
ILMN_1771732,Gene_1679
ILMN_1684054,Gene_1680
ILMN_1655509,Gene_1681
ILMN_1780786,Gene_1682
ILMN_1800237,Gene_1683
ILMN_1776129,Gene_1684
ILMN_2118773,Gene_1685
ILMN_1658602,Gene_1686
ILMN_1656248,Gene_1687
ILMN_2233366,Gene_1688
ILMN_1690963,Gene_1689
ILMN_1685441,Gene_1690
ILMN_1683096,Gene_1691
ILMN_1781148,Gene_1692
ILMN_1722024,Gene_1693
ILMN_1651643,Gene_1694
ILMN_2272251,Gene_1695
ILMN_1656364,Gene_1696
ILMN_1654385,Gene_1697
ILMN_1753737,Gene_1698
ILMN_1740528,Gene_1699
ILMN_1810881,Gene_1700
ILMN_2210101,Gene_1701
ILMN_1670829,Gene_1702
ILMN_1795811,Gene_1703
ILMN_2358784,Gene_1704
ILMN_2358783,Gene_1705
ILMN_1699606,Gene_1706
ILMN_1813668,Gene_1707
ILMN_1702618,Gene_1708
ILMN_1676066,Gene_1709
ILMN_1711269,Gene_1710
ILMN_2126055,Gene_1711
ILMN_1655532,Gene_1712
ILMN_1806705,Gene_1713
ILMN_2397776,Gene_1714
ILMN_1744050,Gene_1715
ILMN_1753040,Gene_1716
ILMN_1680419,Gene_1717
ILMN_2173740,Gene_1718
ILMN_1783675,Gene_1719
ILMN_2373728,Gene_1720
ILMN_1786041,Gene_1721
ILMN_1685097,Gene_1722
ILMN_1679919,Gene_1723
ILMN_1797656,Gene_1724
ILMN_1745772,Gene_1725
ILMN_2294751,Gene_1726
ILMN_1772177,Gene_1727
ILMN_1701653,Gene_1728
ILMN_1723412,Gene_1729
ILMN_1695353,Gene_1730
ILMN_1813075,Gene_1731
ILMN_1714737,Gene_1732
ILMN_1695414,Gene_1733
ILMN_1769013,Gene_1734
ILMN_1700340,Gene_1735
ILMN_2342638,Gene_1736
ILMN_1694966,Gene_1737
ILMN_1782032,Gene_1738
ILMN_1666933,Gene_1739
ILMN_1791647,Gene_1740
ILMN_1685142,Gene_1741
ILMN_1685037,Gene_1742
ILMN_2379393,Gene_1743
ILMN_1690595,Gene_1744
ILMN_1804384,Gene_1745
ILMN_1732615,Gene_1746
ILMN_1689786,Gene_1747
ILMN_1657571,Gene_1748
ILMN_1796417,Gene_1749
ILMN_2398107,Gene_1750
ILMN_2221673,Gene_1751
ILMN_1692824,Gene_1752
ILMN_2352934,Gene_1753
ILMN_1693771,Gene_1754
ILMN_1739719,Gene_1755
ILMN_1662390,Gene_1756
ILMN_1708950,Gene_1757
ILMN_1662490,Gene_1758
ILMN_2167426,Gene_1759
ILMN_1815184,Gene_1760
ILMN_2168166,Gene_1761
ILMN_1762284,Gene_1762
ILMN_1688180,Gene_1763
ILMN_1661860,Gene_1764
ILMN_1660749,Gene_1765
ILMN_1810199,Gene_1766
ILMN_1708778,Gene_1767
ILMN_2395451,Gene_1768
ILMN_1688234,Gene_1769
ILMN_1803813,Gene_1770
ILMN_1728055,Gene_1771
ILMN_1684959,Gene_1772
ILMN_1702189,Gene_1773
ILMN_1744118,Gene_1774
ILMN_1797283,Gene_1775
ILMN_2381559,Gene_1776
ILMN_1726025,Gene_1777
ILMN_1698968,Gene_1778
ILMN_1736957,Gene_1779
ILMN_2048957,Gene_1780
ILMN_1782246,Gene_1781
ILMN_1654497,Gene_1782
ILMN_2169983,Gene_1783
ILMN_2048700,Gene_1784
ILMN_1738530,Gene_1785
ILMN_2131936,Gene_1786
ILMN_2231569,Gene_1787
ILMN_1806956,Gene_1788
ILMN_1656576,Gene_1789
ILMN_1791400,Gene_1790
ILMN_1812479,Gene_1791
ILMN_2381769,Gene_1792
ILMN_1756867,Gene_1793
ILMN_1801923,Gene_1794
