hsa-let-7a-1,Gene_1
hsa-mir-4503,Gene_859
hsa-mir-4504,Gene_860
hsa-mir-4505,Gene_861
hsa-mir-4506,Gene_862
hsa-mir-4507,Gene_863
hsa-mir-4508,Gene_864
hsa-mir-4509-1,Gene_865
hsa-mir-4509-2,Gene_866
hsa-mir-4509-3,Gene_867
hsa-mir-450a-1,Gene_868
hsa-mir-450a-2,Gene_869
hsa-mir-450b,Gene_870
hsa-mir-4510,Gene_871
hsa-mir-4511,Gene_872
hsa-mir-4512,Gene_873
hsa-mir-4513,Gene_874
hsa-mir-4514,Gene_875
hsa-mir-4515,Gene_876
hsa-mir-4516,Gene_877
hsa-mir-4517,Gene_878
hsa-mir-4518,Gene_879
hsa-mir-4519,Gene_880
hsa-mir-451a,Gene_881
hsa-mir-451b,Gene_882
hsa-mir-452,Gene_883
hsa-mir-4520-1,Gene_884
hsa-mir-4520-2,Gene_885
hsa-mir-4521,Gene_886
hsa-mir-4522,Gene_887
hsa-mir-4523,Gene_888
hsa-mir-4524a,Gene_889
hsa-mir-4524b,Gene_890
hsa-mir-4525,Gene_891
hsa-mir-4526,Gene_892
hsa-mir-4527,Gene_893
hsa-mir-4528,Gene_894
hsa-mir-4529,Gene_895
hsa-mir-4530,Gene_896
hsa-mir-4531,Gene_897
hsa-mir-4532,Gene_898
hsa-mir-4533,Gene_899
hsa-mir-4534,Gene_900
hsa-mir-4535,Gene_901
hsa-mir-4536-1,Gene_902
hsa-mir-4536-2,Gene_903
hsa-mir-4537,Gene_904
hsa-mir-4538,Gene_905
hsa-mir-4539,Gene_906
hsa-mir-454,Gene_907
hsa-mir-4540,Gene_908
hsa-mir-455,Gene_909
hsa-mir-4632,Gene_910
hsa-mir-4633,Gene_911
hsa-mir-4634,Gene_912
hsa-mir-4635,Gene_913
hsa-mir-4636,Gene_914
hsa-mir-4637,Gene_915
hsa-mir-4638,Gene_916
hsa-mir-4639,Gene_917
hsa-mir-4640,Gene_918
hsa-mir-4641,Gene_919
hsa-mir-4642,Gene_920
hsa-mir-4643,Gene_921
hsa-mir-4644,Gene_922
hsa-mir-4645,Gene_923
hsa-mir-4646,Gene_924
hsa-mir-4647,Gene_925
hsa-mir-4648,Gene_926
hsa-mir-4649,Gene_927
hsa-mir-4650-1,Gene_928
hsa-mir-4650-2,Gene_929
hsa-mir-4651,Gene_930
hsa-mir-4652,Gene_931
hsa-mir-4653,Gene_932
hsa-mir-4654,Gene_933
hsa-mir-4655,Gene_934
hsa-mir-4656,Gene_935
hsa-mir-4657,Gene_936
hsa-mir-4658,Gene_937
hsa-mir-4659a,Gene_938
hsa-mir-4659b,Gene_939
hsa-mir-466,Gene_940
hsa-mir-4660,Gene_941
hsa-mir-4661,Gene_942
hsa-mir-4662a,Gene_943
hsa-mir-4662b,Gene_944
hsa-mir-4663,Gene_945
hsa-mir-4664,Gene_946
hsa-mir-4665,Gene_947
hsa-mir-4666a,Gene_948
hsa-mir-4666b,Gene_949
hsa-mir-4667,Gene_950
hsa-mir-4668,Gene_951
hsa-mir-4669,Gene_952
hsa-mir-4670,Gene_953
hsa-mir-4671,Gene_954
hsa-mir-4672,Gene_955
hsa-mir-4673,Gene_956
hsa-mir-4674,Gene_957
hsa-mir-4675,Gene_958
hsa-mir-4676,Gene_959
hsa-mir-4677,Gene_960
hsa-mir-4678,Gene_961
hsa-mir-4679-1,Gene_962
hsa-mir-4679-2,Gene_963
hsa-mir-4680,Gene_964
hsa-mir-4681,Gene_965
hsa-mir-4682,Gene_966
hsa-mir-4683,Gene_967
hsa-mir-4684,Gene_968
hsa-mir-4685,Gene_969
hsa-mir-4686,Gene_970
hsa-mir-4687,Gene_971
hsa-mir-4688,Gene_972
hsa-mir-4689,Gene_973
hsa-mir-4690,Gene_974
hsa-mir-4691,Gene_975
hsa-mir-4692,Gene_976
hsa-mir-4693,Gene_977
hsa-mir-4694,Gene_978
hsa-mir-4695,Gene_979
hsa-mir-4696,Gene_980
hsa-mir-4697,Gene_981
hsa-mir-4698,Gene_982
hsa-mir-4699,Gene_983
hsa-mir-4700,Gene_984
hsa-mir-4701,Gene_985
hsa-mir-4703,Gene_986
hsa-mir-4704,Gene_987
hsa-mir-4705,Gene_988
hsa-mir-4706,Gene_989
hsa-mir-4707,Gene_990
hsa-mir-4708,Gene_991
hsa-mir-4709,Gene_992
hsa-mir-4710,Gene_993
hsa-mir-4711,Gene_994
hsa-mir-4712,Gene_995
hsa-mir-4713,Gene_996
hsa-mir-4714,Gene_997
hsa-mir-4715,Gene_998
hsa-mir-4716,Gene_999
hsa-mir-4717,Gene_1000
hsa-mir-4718,Gene_1001
hsa-mir-4719,Gene_1002
hsa-mir-4720,Gene_1003
hsa-mir-4721,Gene_1004
hsa-mir-4722,Gene_1005
hsa-mir-4723,Gene_1006
hsa-mir-4724,Gene_1007
hsa-mir-4725,Gene_1008
hsa-mir-4726,Gene_1009
hsa-mir-4727,Gene_1010
hsa-mir-4728,Gene_1011
hsa-mir-4729,Gene_1012
hsa-mir-4730,Gene_1013
hsa-mir-4731,Gene_1014
hsa-mir-4732,Gene_1015
hsa-mir-4733,Gene_1016
hsa-mir-4734,Gene_1017
hsa-mir-4735,Gene_1018
hsa-mir-4736,Gene_1019
hsa-mir-4737,Gene_1020
hsa-mir-4738,Gene_1021
hsa-mir-4739,Gene_1022
hsa-mir-4740,Gene_1023
hsa-mir-4741,Gene_1024
hsa-mir-4742,Gene_1025
hsa-mir-4743,Gene_1026
hsa-mir-4744,Gene_1027
hsa-mir-4745,Gene_1028
hsa-mir-4746,Gene_1029
hsa-mir-4747,Gene_1030
hsa-mir-4748,Gene_1031
hsa-mir-4749,Gene_1032
hsa-mir-4750,Gene_1033
hsa-mir-4751,Gene_1034
hsa-mir-4752,Gene_1035
hsa-mir-4753,Gene_1036
hsa-mir-4754,Gene_1037
hsa-mir-4755,Gene_1038
hsa-mir-4756,Gene_1039
hsa-mir-4757,Gene_1040
hsa-mir-4758,Gene_1041
hsa-mir-4759,Gene_1042
hsa-mir-4760,Gene_1043
hsa-mir-4761,Gene_1044
hsa-mir-4762,Gene_1045
hsa-mir-4763,Gene_1046
hsa-mir-4764,Gene_1047
hsa-mir-4765,Gene_1048
hsa-mir-4766,Gene_1049
hsa-mir-4767,Gene_1050
hsa-mir-4768,Gene_1051
hsa-mir-4769,Gene_1052
hsa-mir-4770,Gene_1053
hsa-mir-4771-1,Gene_1054
hsa-mir-4771-2,Gene_1055
hsa-mir-4772,Gene_1056
hsa-mir-4773-1,Gene_1057
hsa-mir-4773-2,Gene_1058
hsa-mir-4774,Gene_1059
hsa-mir-4775,Gene_1060
hsa-mir-4776-1,Gene_1061
hsa-mir-4776-2,Gene_1062
hsa-mir-4777,Gene_1063
hsa-mir-4778,Gene_1064
hsa-mir-4779,Gene_1065
hsa-mir-4780,Gene_1066
hsa-mir-4781,Gene_1067
hsa-mir-4782,Gene_1068
hsa-mir-4783,Gene_1069
hsa-mir-4784,Gene_1070
hsa-mir-4785,Gene_1071
hsa-mir-4786,Gene_1072
hsa-mir-4787,Gene_1073
hsa-mir-4788,Gene_1074
hsa-mir-4789,Gene_1075
hsa-mir-4790,Gene_1076
hsa-mir-4791,Gene_1077
hsa-mir-4792,Gene_1078
hsa-mir-4793,Gene_1079
hsa-mir-4794,Gene_1080
hsa-mir-4795,Gene_1081
hsa-mir-4796,Gene_1082
hsa-mir-4797,Gene_1083
hsa-mir-4798,Gene_1084
hsa-mir-4799,Gene_1085
hsa-mir-4800,Gene_1086
hsa-mir-4801,Gene_1087
hsa-mir-4802,Gene_1088
hsa-mir-4803,Gene_1089
hsa-mir-4804,Gene_1090
hsa-mir-483,Gene_1091
hsa-mir-484,Gene_1092
hsa-mir-485,Gene_1093
hsa-mir-486-1,Gene_1094
hsa-mir-486-2,Gene_1095
hsa-mir-487a,Gene_1096
hsa-mir-487b,Gene_1097
hsa-mir-488,Gene_1098
hsa-mir-489,Gene_1099
hsa-mir-490,Gene_1100
hsa-mir-491,Gene_1101
hsa-mir-492,Gene_1102
hsa-mir-493,Gene_1103
hsa-mir-494,Gene_1104
hsa-mir-495,Gene_1105
hsa-mir-496,Gene_1106
hsa-mir-497,Gene_1107
hsa-mir-498,Gene_1108
hsa-mir-4999,Gene_1109
hsa-mir-499a,Gene_1110
hsa-mir-499b,Gene_1111
hsa-mir-5000,Gene_1112
hsa-mir-5001,Gene_1113
hsa-mir-5002,Gene_1114
hsa-mir-5003,Gene_1115
hsa-mir-5004,Gene_1116
hsa-mir-5006,Gene_1117
hsa-mir-5007,Gene_1118
hsa-mir-5008,Gene_1119
hsa-mir-5009,Gene_1120
hsa-mir-500a,Gene_1121
hsa-mir-500b,Gene_1122
hsa-mir-501,Gene_1123
hsa-mir-5010,Gene_1124
hsa-mir-5011,Gene_1125
hsa-mir-502,Gene_1126
hsa-mir-503,Gene_1127
hsa-mir-504,Gene_1128
hsa-mir-5047,Gene_1129
hsa-mir-505,Gene_1130
hsa-mir-506,Gene_1131
hsa-mir-507,Gene_1132
hsa-mir-508,Gene_1133
hsa-mir-5087,Gene_1134
hsa-mir-5088,Gene_1135
hsa-mir-5089,Gene_1136
hsa-mir-509-1,Gene_1137
hsa-mir-509-2,Gene_1138
hsa-mir-509-3,Gene_1139
hsa-mir-5090,Gene_1140
hsa-mir-5091,Gene_1141
hsa-mir-5092,Gene_1142
hsa-mir-5093,Gene_1143
hsa-mir-5094,Gene_1144
hsa-mir-5095,Gene_1145
hsa-mir-5096,Gene_1146
hsa-mir-510,Gene_1147
hsa-mir-5100,Gene_1148
hsa-mir-511,Gene_1149
hsa-mir-512-1,Gene_1150
hsa-mir-512-2,Gene_1151
hsa-mir-513a-1,Gene_1152
hsa-mir-513a-2,Gene_1153
hsa-mir-513b,Gene_1154
hsa-mir-513c,Gene_1155
hsa-mir-514a-1,Gene_1156
hsa-mir-514a-2,Gene_1157
hsa-mir-514a-3,Gene_1158
hsa-mir-514b,Gene_1159
hsa-mir-515-1,Gene_1160
hsa-mir-515-2,Gene_1161
hsa-mir-516a-1,Gene_1162
hsa-mir-516a-2,Gene_1163
hsa-mir-516b-1,Gene_1164
hsa-mir-516b-2,Gene_1165
hsa-mir-517a,Gene_1166
hsa-mir-517b,Gene_1167
hsa-mir-517c,Gene_1168
hsa-mir-5186,Gene_1169
hsa-mir-5187,Gene_1170
hsa-mir-5188,Gene_1171
hsa-mir-5189,Gene_1172
hsa-mir-518a-1,Gene_1173
hsa-mir-518a-2,Gene_1174
hsa-mir-518b,Gene_1175
hsa-mir-518c,Gene_1176
hsa-mir-518d,Gene_1177
hsa-mir-518e,Gene_1178
hsa-mir-518f,Gene_1179
hsa-mir-5190,Gene_1180
hsa-mir-5191,Gene_1181
hsa-mir-5192,Gene_1182
hsa-mir-5193,Gene_1183
hsa-mir-5194,Gene_1184
hsa-mir-5195,Gene_1185
hsa-mir-5196,Gene_1186
hsa-mir-5197,Gene_1187
hsa-mir-519a-1,Gene_1188
hsa-mir-519a-2,Gene_1189
hsa-mir-519b,Gene_1190
hsa-mir-519c,Gene_1191
hsa-mir-519d,Gene_1192
hsa-mir-519e,Gene_1193
hsa-mir-520a,Gene_1194
hsa-mir-520b,Gene_1195
hsa-mir-520c,Gene_1196
hsa-mir-520d,Gene_1197
hsa-mir-520e,Gene_1198
hsa-mir-520f,Gene_1199
hsa-mir-520g,Gene_1200
hsa-mir-520h,Gene_1201
hsa-mir-521-1,Gene_1202
hsa-mir-521-2,Gene_1203
hsa-mir-522,Gene_1204
hsa-mir-523,Gene_1205
hsa-mir-524,Gene_1206
hsa-mir-525,Gene_1207
hsa-mir-526a-1,Gene_1208
hsa-mir-526a-2,Gene_1209
hsa-mir-526b,Gene_1210
hsa-mir-527,Gene_1211
hsa-mir-532,Gene_1212
hsa-mir-539,Gene_1213
hsa-mir-541,Gene_1214
hsa-mir-542,Gene_1215
hsa-mir-543,Gene_1216
hsa-mir-544a,Gene_1217
hsa-mir-544b,Gene_1218
hsa-mir-545,Gene_1219
hsa-mir-548a-1,Gene_1220
hsa-mir-548a-2,Gene_1221
hsa-mir-548a-3,Gene_1222
hsa-mir-548aa-1,Gene_1223
hsa-mir-548aa-2,Gene_1224
hsa-mir-548ab,Gene_1225
hsa-mir-548ac,Gene_1226
hsa-mir-548ad,Gene_1227
hsa-mir-548ae-1,Gene_1228
hsa-mir-548ae-2,Gene_1229
hsa-mir-548ag-1,Gene_1230
hsa-mir-548ag-2,Gene_1231
hsa-mir-548ah,Gene_1232
hsa-mir-548ai,Gene_1233
hsa-mir-548aj-1,Gene_1234
hsa-mir-548aj-2,Gene_1235
hsa-mir-548ak,Gene_1236
hsa-mir-548al,Gene_1237
hsa-mir-548am,Gene_1238
hsa-mir-548an,Gene_1239
hsa-mir-548ao,Gene_1240
hsa-mir-548ap,Gene_1241
hsa-mir-548aq,Gene_1242
hsa-mir-548ar,Gene_1243
hsa-mir-548as,Gene_1244
hsa-mir-548at,Gene_1245
hsa-mir-548au,Gene_1246
hsa-mir-548av,Gene_1247
hsa-mir-548aw,Gene_1248
hsa-mir-548ax,Gene_1249
hsa-mir-548ay,Gene_1250
hsa-mir-548az,Gene_1251
hsa-mir-548b,Gene_1252
hsa-mir-548ba,Gene_1253
hsa-mir-548bb,Gene_1254
hsa-mir-548c,Gene_1255
hsa-mir-548d-1,Gene_1256
hsa-mir-548d-2,Gene_1257
hsa-mir-548e,Gene_1258
hsa-mir-548f-1,Gene_1259
hsa-mir-548f-2,Gene_1260
hsa-mir-548f-3,Gene_1261
hsa-mir-548f-4,Gene_1262
hsa-mir-548f-5,Gene_1263
hsa-mir-548g,Gene_1264
hsa-mir-548h-1,Gene_1265
hsa-mir-548h-2,Gene_1266
hsa-mir-548h-3,Gene_1267
hsa-mir-548h-4,Gene_1268
hsa-mir-548h-5,Gene_1269
hsa-mir-548i-1,Gene_1270
hsa-mir-548i-2,Gene_1271
hsa-mir-548i-3,Gene_1272
hsa-mir-548i-4,Gene_1273
hsa-mir-548j,Gene_1274
hsa-mir-548k,Gene_1275
hsa-mir-548l,Gene_1276
hsa-mir-548m,Gene_1277
hsa-mir-548n,Gene_1278
hsa-mir-548o,Gene_1279
hsa-mir-548o-2,Gene_1280
hsa-mir-548p,Gene_1281
hsa-mir-548q,Gene_1282
hsa-mir-548s,Gene_1283
hsa-mir-548t,Gene_1284
hsa-mir-548u,Gene_1285
hsa-mir-548v,Gene_1286
hsa-mir-548w,Gene_1287
hsa-mir-548x,Gene_1288
hsa-mir-548x-2,Gene_1289
hsa-mir-548y,Gene_1290
hsa-mir-548z,Gene_1291
hsa-mir-549a,Gene_1292
hsa-mir-550a-1,Gene_1293
hsa-mir-550a-2,Gene_1294
hsa-mir-550a-3,Gene_1295
hsa-mir-550b-1,Gene_1296
hsa-mir-550b-2,Gene_1297
hsa-mir-551a,Gene_1298
hsa-mir-551b,Gene_1299
hsa-mir-552,Gene_1300
hsa-mir-553,Gene_1301
hsa-mir-554,Gene_1302
hsa-mir-555,Gene_1303
hsa-mir-556,Gene_1304
hsa-mir-557,Gene_1305
hsa-mir-5571,Gene_1306
hsa-mir-5572,Gene_1307
hsa-mir-5579,Gene_1308
hsa-mir-558,Gene_1309
hsa-mir-5580,Gene_1310
hsa-mir-5581,Gene_1311
hsa-mir-5582,Gene_1312
hsa-mir-5583-1,Gene_1313
hsa-mir-5583-2,Gene_1314
hsa-mir-5584,Gene_1315
hsa-mir-5585,Gene_1316
hsa-mir-5586,Gene_1317
hsa-mir-5587,Gene_1318
hsa-mir-5588,Gene_1319
hsa-mir-5589,Gene_1320
hsa-mir-559,Gene_1321
hsa-mir-5590,Gene_1322
hsa-mir-5591,Gene_1323
hsa-mir-561,Gene_1324
hsa-mir-562,Gene_1325
hsa-mir-563,Gene_1326
hsa-mir-564,Gene_1327
hsa-mir-566,Gene_1328
hsa-mir-567,Gene_1329
hsa-mir-568,Gene_1330
hsa-mir-5680,Gene_1331
hsa-mir-5681a,Gene_1332
hsa-mir-5681b,Gene_1333
hsa-mir-5682,Gene_1334
hsa-mir-5683,Gene_1335
hsa-mir-5684,Gene_1336
hsa-mir-5685,Gene_1337
hsa-mir-5687,Gene_1338
hsa-mir-5688,Gene_1339
hsa-mir-5689,Gene_1340
hsa-mir-569,Gene_1341
hsa-mir-5690,Gene_1342
hsa-mir-5691,Gene_1343
hsa-mir-5692a-1,Gene_1344
hsa-mir-5692a-2,Gene_1345
hsa-mir-5692b,Gene_1346
hsa-mir-5692c-1,Gene_1347
hsa-mir-5692c-2,Gene_1348
hsa-mir-5693,Gene_1349
hsa-mir-5694,Gene_1350
hsa-mir-5695,Gene_1351
hsa-mir-5696,Gene_1352
hsa-mir-5697,Gene_1353
hsa-mir-5698,Gene_1354
hsa-mir-5699,Gene_1355
hsa-mir-570,Gene_1356
hsa-mir-5700,Gene_1357
hsa-mir-5701-1,Gene_1358
hsa-mir-5701-2,Gene_1359
hsa-mir-5701-3,Gene_1360
hsa-mir-5702,Gene_1361
hsa-mir-5703,Gene_1362
hsa-mir-5704,Gene_1363
hsa-mir-5705,Gene_1364
hsa-mir-5706,Gene_1365
hsa-mir-5707,Gene_1366
hsa-mir-5708,Gene_1367
hsa-mir-571,Gene_1368
hsa-mir-572,Gene_1369
hsa-mir-573,Gene_1370
hsa-mir-5739,Gene_1371
hsa-mir-574,Gene_1372
hsa-mir-575,Gene_1373
hsa-mir-576,Gene_1374
hsa-mir-577,Gene_1375
hsa-mir-578,Gene_1376
hsa-mir-5787,Gene_1377
hsa-mir-579,Gene_1378
hsa-mir-580,Gene_1379
hsa-mir-581,Gene_1380
hsa-mir-582,Gene_1381
hsa-mir-583,Gene_1382
hsa-mir-584,Gene_1383
hsa-mir-585,Gene_1384
hsa-mir-586,Gene_1385
hsa-mir-587,Gene_1386
hsa-mir-588,Gene_1387
hsa-mir-589,Gene_1388
hsa-mir-590,Gene_1389
hsa-mir-591,Gene_1390
hsa-mir-592,Gene_1391
hsa-mir-593,Gene_1392
hsa-mir-595,Gene_1393
hsa-mir-596,Gene_1394
hsa-mir-597,Gene_1395
hsa-mir-598,Gene_1396
hsa-mir-599,Gene_1397
hsa-mir-600,Gene_1398
hsa-mir-601,Gene_1399
hsa-mir-602,Gene_1400
hsa-mir-603,Gene_1401
hsa-mir-604,Gene_1402
hsa-mir-605,Gene_1403
hsa-mir-606,Gene_1404
hsa-mir-6068,Gene_1405
hsa-mir-6069,Gene_1406
hsa-mir-607,Gene_1407
hsa-mir-6070,Gene_1408
hsa-mir-6071,Gene_1409
hsa-mir-6072,Gene_1410
hsa-mir-6073,Gene_1411
hsa-mir-6074,Gene_1412
hsa-mir-6075,Gene_1413
hsa-mir-6076,Gene_1414
hsa-mir-6077,Gene_1415
hsa-mir-6078,Gene_1416
hsa-mir-6079,Gene_1417
hsa-mir-608,Gene_1418
hsa-mir-6080,Gene_1419
hsa-mir-6081,Gene_1420
hsa-mir-6082,Gene_1421
hsa-mir-6083,Gene_1422
hsa-mir-6084,Gene_1423
hsa-mir-6085,Gene_1424
hsa-mir-6086,Gene_1425
hsa-mir-6087,Gene_1426
hsa-mir-6088,Gene_1427
hsa-mir-6089-1,Gene_1428
hsa-mir-6089-2,Gene_1429
hsa-mir-609,Gene_1430
hsa-mir-6090,Gene_1431
hsa-mir-610,Gene_1432
hsa-mir-611,Gene_1433
hsa-mir-612,Gene_1434
hsa-mir-6124,Gene_1435
hsa-mir-6125,Gene_1436
hsa-mir-6126,Gene_1437
hsa-mir-6127,Gene_1438
hsa-mir-6128,Gene_1439
hsa-mir-6129,Gene_1440
hsa-mir-613,Gene_1441
hsa-mir-6130,Gene_1442
hsa-mir-6131,Gene_1443
hsa-mir-6132,Gene_1444
hsa-mir-6133,Gene_1445
hsa-mir-6134,Gene_1446
hsa-mir-614,Gene_1447
hsa-mir-615,Gene_1448
hsa-mir-616,Gene_1449
hsa-mir-6165,Gene_1450
hsa-mir-617,Gene_1451
hsa-mir-618,Gene_1452
hsa-mir-619,Gene_1453
hsa-mir-620,Gene_1454
hsa-mir-621,Gene_1455
hsa-mir-622,Gene_1456
hsa-mir-623,Gene_1457
hsa-mir-624,Gene_1458
hsa-mir-625,Gene_1459
hsa-mir-626,Gene_1460
hsa-mir-627,Gene_1461
hsa-mir-628,Gene_1462
hsa-mir-629,Gene_1463
hsa-mir-630,Gene_1464
hsa-mir-631,Gene_1465
hsa-mir-632,Gene_1466
hsa-mir-633,Gene_1467
hsa-mir-634,Gene_1468
hsa-mir-635,Gene_1469
hsa-mir-636,Gene_1470
hsa-mir-637,Gene_1471
hsa-mir-638,Gene_1472
hsa-mir-639,Gene_1473
hsa-mir-640,Gene_1474
hsa-mir-641,Gene_1475
hsa-mir-642a,Gene_1476
hsa-mir-642b,Gene_1477
hsa-mir-643,Gene_1478
hsa-mir-644a,Gene_1479
hsa-mir-645,Gene_1480
hsa-mir-646,Gene_1481
hsa-mir-647,Gene_1482
hsa-mir-648,Gene_1483
hsa-mir-649,Gene_1484
hsa-mir-6499,Gene_1485
hsa-mir-650,Gene_1486
hsa-mir-6500,Gene_1487
hsa-mir-6501,Gene_1488
hsa-mir-6502,Gene_1489
hsa-mir-6503,Gene_1490
hsa-mir-6504,Gene_1491
hsa-mir-6505,Gene_1492
hsa-mir-6506,Gene_1493
hsa-mir-6507,Gene_1494
hsa-mir-6508,Gene_1495
hsa-mir-6509,Gene_1496
hsa-mir-651,Gene_1497
hsa-mir-6510,Gene_1498
hsa-mir-6511a-1,Gene_1499
hsa-mir-6511a-2,Gene_1500
hsa-mir-6511a-3,Gene_1501
hsa-mir-6511a-4,Gene_1502
hsa-mir-6511b-1,Gene_1503
hsa-mir-6511b-2,Gene_1504
hsa-mir-6512,Gene_1505
hsa-mir-6513,Gene_1506
hsa-mir-6514,Gene_1507
hsa-mir-6515,Gene_1508
hsa-mir-6516,Gene_1509
hsa-mir-652,Gene_1510
hsa-mir-653,Gene_1511
hsa-mir-654,Gene_1512
hsa-mir-655,Gene_1513
hsa-mir-656,Gene_1514
hsa-mir-657,Gene_1515
hsa-mir-658,Gene_1516
hsa-mir-659,Gene_1517
hsa-mir-660,Gene_1518
hsa-mir-661,Gene_1519
hsa-mir-662,Gene_1520
hsa-mir-663a,Gene_1521
hsa-mir-663b,Gene_1522
hsa-mir-664a,Gene_1523
hsa-mir-664b,Gene_1524
hsa-mir-665,Gene_1525
hsa-mir-668,Gene_1526
hsa-mir-670,Gene_1527
hsa-mir-671,Gene_1528
hsa-mir-6715a,Gene_1529
hsa-mir-6715b,Gene_1530
hsa-mir-6716,Gene_1531
hsa-mir-6717,Gene_1532
hsa-mir-6718,Gene_1533
hsa-mir-6719,Gene_1534
hsa-mir-6720,Gene_1535
hsa-mir-6721,Gene_1536
hsa-mir-6722,Gene_1537
hsa-mir-6723,Gene_1538
hsa-mir-6724-1,Gene_1539
hsa-mir-6724-2,Gene_1540
hsa-mir-6724-3,Gene_1541
hsa-mir-6724-4,Gene_1542
hsa-mir-6726,Gene_1543
hsa-mir-6727,Gene_1544
hsa-mir-6728,Gene_1545
hsa-mir-6729,Gene_1546
hsa-mir-6730,Gene_1547
hsa-mir-6731,Gene_1548
hsa-mir-6732,Gene_1549
hsa-mir-6733,Gene_1550
hsa-mir-6734,Gene_1551
hsa-mir-6735,Gene_1552
hsa-mir-6736,Gene_1553
hsa-mir-6737,Gene_1554
hsa-mir-6738,Gene_1555
hsa-mir-6739,Gene_1556
hsa-mir-6740,Gene_1557
hsa-mir-6741,Gene_1558
hsa-mir-6742,Gene_1559
hsa-mir-6743,Gene_1560
hsa-mir-6744,Gene_1561
hsa-mir-6745,Gene_1562
hsa-mir-6746,Gene_1563
hsa-mir-6747,Gene_1564
hsa-mir-6748,Gene_1565
hsa-mir-6749,Gene_1566
hsa-mir-675,Gene_1567
hsa-mir-6750,Gene_1568
hsa-mir-6751,Gene_1569
hsa-mir-6752,Gene_1570
hsa-mir-6753,Gene_1571
hsa-mir-6754,Gene_1572
hsa-mir-6755,Gene_1573
hsa-mir-6756,Gene_1574
hsa-mir-6757,Gene_1575
hsa-mir-6758,Gene_1576
hsa-mir-6759,Gene_1577
hsa-mir-676,Gene_1578
hsa-mir-6760,Gene_1579
hsa-mir-6761,Gene_1580
hsa-mir-6762,Gene_1581
hsa-mir-6763,Gene_1582
hsa-mir-6764,Gene_1583
hsa-mir-6765,Gene_1584
hsa-mir-6766,Gene_1585
hsa-mir-6767,Gene_1586
hsa-mir-6768,Gene_1587
hsa-mir-6769a,Gene_1588
hsa-mir-6769b,Gene_1589
hsa-mir-6770-1,Gene_1590
hsa-mir-6770-2,Gene_1591
hsa-mir-6770-3,Gene_1592
hsa-mir-6771,Gene_1593
hsa-mir-6772,Gene_1594
hsa-mir-6773,Gene_1595
hsa-mir-6774,Gene_1596
hsa-mir-6775,Gene_1597
hsa-mir-6776,Gene_1598
hsa-mir-6777,Gene_1599
hsa-mir-6778,Gene_1600
hsa-mir-6779,Gene_1601
hsa-mir-6780a,Gene_1602
hsa-mir-6780b,Gene_1603
hsa-mir-6781,Gene_1604
hsa-mir-6782,Gene_1605
hsa-mir-6783,Gene_1606
hsa-mir-6784,Gene_1607
hsa-mir-6785,Gene_1608
hsa-mir-6786,Gene_1609
hsa-mir-6787,Gene_1610
hsa-mir-6788,Gene_1611
hsa-mir-6789,Gene_1612
hsa-mir-6790,Gene_1613
hsa-mir-6791,Gene_1614
hsa-mir-6792,Gene_1615
hsa-mir-6793,Gene_1616
hsa-mir-6794,Gene_1617
hsa-mir-6795,Gene_1618
hsa-mir-6796,Gene_1619
hsa-mir-6797,Gene_1620
hsa-mir-6798,Gene_1621
hsa-mir-6799,Gene_1622
hsa-mir-6800,Gene_1623
hsa-mir-6801,Gene_1624
hsa-mir-6802,Gene_1625
hsa-mir-6803,Gene_1626
hsa-mir-6804,Gene_1627
hsa-mir-6805,Gene_1628
hsa-mir-6806,Gene_1629
hsa-mir-6807,Gene_1630
hsa-mir-6808,Gene_1631
hsa-mir-6809,Gene_1632
hsa-mir-6810,Gene_1633
hsa-mir-6811,Gene_1634
hsa-mir-6812,Gene_1635
hsa-mir-6813,Gene_1636
hsa-mir-6814,Gene_1637
hsa-mir-6815,Gene_1638
hsa-mir-6816,Gene_1639
hsa-mir-6817,Gene_1640
hsa-mir-6818,Gene_1641
hsa-mir-6819,Gene_1642
hsa-mir-6820,Gene_1643
hsa-mir-6821,Gene_1644
hsa-mir-6822,Gene_1645
hsa-mir-6823,Gene_1646
hsa-mir-6824,Gene_1647
hsa-mir-6825,Gene_1648
hsa-mir-6826,Gene_1649
hsa-mir-6827,Gene_1650
hsa-mir-6828,Gene_1651
hsa-mir-6829,Gene_1652
hsa-mir-6830,Gene_1653
hsa-mir-6831,Gene_1654
hsa-mir-6832,Gene_1655
hsa-mir-6833,Gene_1656
hsa-mir-6834,Gene_1657
hsa-mir-6835,Gene_1658
hsa-mir-6836,Gene_1659
hsa-mir-6837,Gene_1660
hsa-mir-6838,Gene_1661
hsa-mir-6839,Gene_1662
hsa-mir-6840,Gene_1663
hsa-mir-6841,Gene_1664
hsa-mir-6842,Gene_1665
hsa-mir-6843,Gene_1666
hsa-mir-6844,Gene_1667
hsa-mir-6845,Gene_1668
hsa-mir-6846,Gene_1669
hsa-mir-6847,Gene_1670
hsa-mir-6848,Gene_1671
hsa-mir-6849,Gene_1672
hsa-mir-6850,Gene_1673
hsa-mir-6851,Gene_1674
hsa-mir-6852,Gene_1675
hsa-mir-6853,Gene_1676
hsa-mir-6854,Gene_1677
hsa-mir-6855,Gene_1678
hsa-mir-6856,Gene_1679
hsa-mir-6857,Gene_1680
hsa-mir-6858,Gene_1681
hsa-mir-6859-1,Gene_1682
hsa-mir-6859-2,Gene_1683
