Gene_1,"['hsa-let-7a-1', 'hsa-mir-31']"
Gene_311,"['hsa-mir-2276', 'hsa-mir-1208', 'hsa-mir-412']"
Gene_312,"['hsa-mir-2277', 'hsa-mir-1207', 'hsa-mir-421']"
Gene_313,"['hsa-mir-2278', 'hsa-mir-1206', 'hsa-mir-422a']"
Gene_314,"['hsa-mir-2355', 'hsa-mir-1205', 'hsa-mir-423']"
Gene_315,"['hsa-mir-2392', 'hsa-mir-1204', 'hsa-mir-424']"
Gene_316,"['hsa-mir-23a', 'hsa-mir-1203', 'hsa-mir-425']"
Gene_317,"['hsa-mir-23b', 'hsa-mir-1202', 'hsa-mir-4251']"
Gene_318,"['hsa-mir-23c', 'hsa-mir-1200', 'hsa-mir-4252']"
Gene_319,"['hsa-mir-24-1', 'hsa-mir-1199', 'hsa-mir-4253']"
Gene_320,"['hsa-mir-24-2', 'hsa-mir-1197', 'hsa-mir-4254']"
Gene_321,"['hsa-mir-2467', 'hsa-mir-1193', 'hsa-mir-4255']"
Gene_322,"['hsa-mir-25', 'hsa-mir-1185-2', 'hsa-mir-4256']"
Gene_323,"['hsa-mir-2681', 'hsa-mir-1185-1', 'hsa-mir-4257']"
Gene_324,"['hsa-mir-2682', 'hsa-mir-1184-3', 'hsa-mir-4258']"
Gene_325,"['hsa-mir-26a-1', 'hsa-mir-1184-2', 'hsa-mir-4259']"
Gene_326,"['hsa-mir-26a-2', 'hsa-mir-1184-1', 'hsa-mir-4260']"
Gene_327,"['hsa-mir-26b', 'hsa-mir-1183', 'hsa-mir-4261']"
Gene_328,"['hsa-mir-27a', 'hsa-mir-1182', 'hsa-mir-4262']"
Gene_329,"['hsa-mir-27b', 'hsa-mir-1181', 'hsa-mir-4263']"
Gene_330,"['hsa-mir-28', 'hsa-mir-1180', 'hsa-mir-4264']"
Gene_331,"['hsa-mir-2861', 'hsa-mir-1179', 'hsa-mir-4265']"
Gene_332,"['hsa-mir-2909', 'hsa-mir-1178', 'hsa-mir-4266']"
Gene_333,"['hsa-mir-296', 'hsa-mir-10b', 'hsa-mir-4267']"
Gene_334,"['hsa-mir-297', 'hsa-mir-10a', 'hsa-mir-4268']"
Gene_335,"['hsa-mir-298', 'hsa-mir-107', 'hsa-mir-4269']"
Gene_336,"['hsa-mir-299', 'hsa-mir-106b', 'hsa-mir-4270']"
Gene_337,"['hsa-mir-29a', 'hsa-mir-106a', 'hsa-mir-4271']"
Gene_338,"['hsa-mir-29b-1', 'hsa-mir-105-2', 'hsa-mir-4272']"
Gene_339,"['hsa-mir-29b-2', 'hsa-mir-105-1', 'hsa-mir-4273']"
Gene_340,"['hsa-mir-29c', 'hsa-mir-103b-2', 'hsa-mir-4274']"
Gene_341,"['hsa-mir-300', 'hsa-mir-103b-1', 'hsa-mir-4275']"
Gene_342,"['hsa-mir-301a', 'hsa-mir-103a-2', 'hsa-mir-4276']"
Gene_343,"['hsa-mir-301b', 'hsa-mir-103a-1', 'hsa-mir-4277']"
Gene_344,"['hsa-mir-302a', 'hsa-mir-101-2', 'hsa-mir-4278']"
Gene_345,"['hsa-mir-302b', 'hsa-mir-101-1', 'hsa-mir-4279']"
Gene_346,"['hsa-mir-302c', 'hsa-mir-100', 'hsa-mir-4280']"
Gene_347,"['hsa-mir-302d', 'hsa-mir-1-2', 'hsa-mir-4281']"
Gene_348,"['hsa-mir-302e', 'hsa-mir-1-1', 'hsa-mir-4282']"
Gene_349,"['hsa-mir-302f', 'hsa-let-7i', 'hsa-mir-4283-1']"
Gene_350,"['hsa-mir-3064', 'hsa-let-7g', 'hsa-mir-4283-2']"
Gene_351,"['hsa-mir-3065', 'hsa-let-7f-2', 'hsa-mir-4284']"
Gene_352,"['hsa-mir-3074', 'hsa-let-7f-1', 'hsa-mir-4285']"
Gene_353,"['hsa-mir-30a', 'hsa-let-7e', 'hsa-mir-4286']"
Gene_354,"['hsa-mir-30b', 'hsa-let-7d', 'hsa-mir-4287']"
Gene_355,"['hsa-mir-30c-1', 'hsa-let-7c', 'hsa-mir-4288']"
Gene_356,"['hsa-mir-30c-2', 'hsa-let-7b', 'hsa-mir-4289']"
Gene_357,"['hsa-mir-30d', 'hsa-let-7a-3', 'hsa-mir-429']"
Gene_358,"['hsa-mir-30e', 'hsa-let-7a-2', 'hsa-mir-4290']"
Gene_359,"['hsa-mir-31', 'hsa-let-7a-1', 'hsa-mir-4291']"
Gene_360,"['hsa-mir-3115', 'hsa-mir-99a', 'hsa-mir-4292']"
Gene_361,"['hsa-mir-3116-1', 'hsa-mir-98', 'hsa-mir-4293']"
Gene_362,"['hsa-mir-3116-2', 'hsa-mir-96', 'hsa-mir-4294']"
Gene_363,"['hsa-mir-3117', 'hsa-mir-9500', 'hsa-mir-4295']"
Gene_364,"['hsa-mir-3118-1', 'hsa-mir-95', 'hsa-mir-4296']"
Gene_365,"['hsa-mir-3118-2', 'hsa-mir-944', 'hsa-mir-4297']"
Gene_366,"['hsa-mir-3118-3', 'hsa-mir-943', 'hsa-mir-4298']"
Gene_367,"['hsa-mir-3118-4', 'hsa-mir-942', 'hsa-mir-4299']"
Gene_368,"['hsa-mir-3119-1', 'hsa-mir-941-5', 'hsa-mir-4300']"
Gene_369,"['hsa-mir-3119-2', 'hsa-mir-941-4', 'hsa-mir-4301']"
Gene_370,"['hsa-mir-3120', 'hsa-mir-941-3', 'hsa-mir-4302']"
Gene_371,"['hsa-mir-3121', 'hsa-mir-941-2', 'hsa-mir-4303']"
Gene_372,"['hsa-mir-3122', 'hsa-mir-941-1', 'hsa-mir-4304']"
Gene_373,"['hsa-mir-3123', 'hsa-mir-940', 'hsa-mir-4305']"
Gene_374,"['hsa-mir-3124', 'hsa-mir-939', 'hsa-mir-4306']"
Gene_375,"['hsa-mir-3125', 'hsa-mir-938', 'hsa-mir-4307']"
Gene_376,"['hsa-mir-3126', 'hsa-mir-937', 'hsa-mir-4308']"
Gene_377,"['hsa-mir-3127', 'hsa-mir-936', 'hsa-mir-4309']"
Gene_378,"['hsa-mir-3128', 'hsa-mir-935', 'hsa-mir-431']"
Gene_379,"['hsa-mir-3129', 'hsa-mir-934', 'hsa-mir-4310']"
Gene_380,"['hsa-mir-3130-1', 'hsa-mir-933', 'hsa-mir-4311']"
Gene_381,"['hsa-mir-3130-2', 'hsa-mir-93', 'hsa-mir-4312']"
Gene_382,"['hsa-mir-3131', 'hsa-mir-92b', 'hsa-mir-4313']"
Gene_383,"['hsa-mir-3132', 'hsa-mir-92a-2', 'hsa-mir-4314']"
Gene_384,"['hsa-mir-3133', 'hsa-mir-92a-1', 'hsa-mir-4315-1']"
Gene_385,"['hsa-mir-3134', 'hsa-mir-924', 'hsa-mir-4315-2']"
Gene_386,"['hsa-mir-3135a', 'hsa-mir-922', 'hsa-mir-4316']"
Gene_387,"['hsa-mir-3135b', 'hsa-mir-921', 'hsa-mir-4317']"
Gene_388,"['hsa-mir-3136', 'hsa-mir-920', 'hsa-mir-4318']"
Gene_389,"['hsa-mir-3137', 'hsa-mir-9-3', 'hsa-mir-4319']"
Gene_390,"['hsa-mir-3138', 'hsa-mir-9-2', 'hsa-mir-432']"
Gene_391,"['hsa-mir-3139', 'hsa-mir-9-1', 'hsa-mir-4320']"
Gene_392,"['hsa-mir-3140', 'hsa-mir-892c', 'hsa-mir-4321']"
Gene_393,"['hsa-mir-3141', 'hsa-mir-892b', 'hsa-mir-4322']"
Gene_394,"['hsa-mir-3142', 'hsa-mir-892a', 'hsa-mir-4323']"
Gene_395,"['hsa-mir-3143', 'hsa-mir-891b', 'hsa-mir-4324']"
Gene_396,"['hsa-mir-3144', 'hsa-mir-891a', 'hsa-mir-4325']"
Gene_397,"['hsa-mir-3145', 'hsa-mir-890', 'hsa-mir-4326']"
Gene_398,"['hsa-mir-3146', 'hsa-mir-889', 'hsa-mir-4327']"
Gene_399,"['hsa-mir-3147', 'hsa-mir-888', 'hsa-mir-4328']"
Gene_400,"['hsa-mir-3148', 'hsa-mir-887', 'hsa-mir-4329']"
Gene_401,"['hsa-mir-3149', 'hsa-mir-885', 'hsa-mir-433']"
Gene_402,"['hsa-mir-3150a', 'hsa-mir-877', 'hsa-mir-4330']"
Gene_403,"['hsa-mir-3150b', 'hsa-mir-876', 'hsa-mir-4417']"
Gene_404,"['hsa-mir-3151', 'hsa-mir-875', 'hsa-mir-4418']"
Gene_405,"['hsa-mir-3152', 'hsa-mir-874', 'hsa-mir-4419a']"
Gene_406,"['hsa-mir-3153', 'hsa-mir-873', 'hsa-mir-4419b']"
Gene_407,"['hsa-mir-3154', 'hsa-mir-8485', 'hsa-mir-4420']"
Gene_408,"['hsa-mir-3155a', 'hsa-mir-8089', 'hsa-mir-4421']"
Gene_409,"['hsa-mir-3155b', 'hsa-mir-8088', 'hsa-mir-4422']"
Gene_410,"['hsa-mir-3156-1', 'hsa-mir-8087', 'hsa-mir-4423']"
Gene_411,"['hsa-mir-3156-2', 'hsa-mir-8086', 'hsa-mir-4424']"
Gene_412,"['hsa-mir-3156-3', 'hsa-mir-8085', 'hsa-mir-4425']"
Gene_413,"['hsa-mir-3157', 'hsa-mir-8084', 'hsa-mir-4426']"
Gene_414,"['hsa-mir-3158-1', 'hsa-mir-8083', 'hsa-mir-4427']"
Gene_415,"['hsa-mir-3158-2', 'hsa-mir-8082', 'hsa-mir-4428']"
Gene_416,"['hsa-mir-3159', 'hsa-mir-8081', 'hsa-mir-4429']"
Gene_417,"['hsa-mir-3160-1', 'hsa-mir-8080', 'hsa-mir-4430']"
Gene_418,"['hsa-mir-3160-2', 'hsa-mir-8079', 'hsa-mir-4431']"
Gene_419,"['hsa-mir-3161', 'hsa-mir-8078', 'hsa-mir-4432']"
Gene_420,"['hsa-mir-3162', 'hsa-mir-8077', 'hsa-mir-4433a']"
Gene_421,"['hsa-mir-3163', 'hsa-mir-8076', 'hsa-mir-4433b']"
Gene_422,"['hsa-mir-3164', 'hsa-mir-8075', 'hsa-mir-4434']"
Gene_423,"['hsa-mir-3165', 'hsa-mir-8074', 'hsa-mir-4435-1']"
Gene_424,"['hsa-mir-3166', 'hsa-mir-8073', 'hsa-mir-4435-2']"
Gene_425,"['hsa-mir-3167', 'hsa-mir-8072', 'hsa-mir-4436a']"
Gene_426,"['hsa-mir-3168', 'hsa-mir-8071-2', 'hsa-mir-4436b-1']"
Gene_427,"['hsa-mir-3169', 'hsa-mir-8071-1', 'hsa-mir-4436b-2']"
Gene_428,"['hsa-mir-3170', 'hsa-mir-8070', 'hsa-mir-4437']"
Gene_429,"['hsa-mir-3171', 'hsa-mir-8069-2', 'hsa-mir-4438']"
Gene_430,"['hsa-mir-3173', 'hsa-mir-8069-1', 'hsa-mir-4439']"
Gene_431,"['hsa-mir-3174', 'hsa-mir-8068', 'hsa-mir-4440']"
Gene_432,"['hsa-mir-3175', 'hsa-mir-8067', 'hsa-mir-4441']"
Gene_433,"['hsa-mir-3176', 'hsa-mir-8066', 'hsa-mir-4442']"
Gene_434,"['hsa-mir-3177', 'hsa-mir-8065', 'hsa-mir-4443']"
Gene_435,"['hsa-mir-3178', 'hsa-mir-8064', 'hsa-mir-4444-1']"
Gene_436,"['hsa-mir-3179-1', 'hsa-mir-8063', 'hsa-mir-4444-2']"
Gene_437,"['hsa-mir-3179-2', 'hsa-mir-8062', 'hsa-mir-4445']"
Gene_438,"['hsa-mir-3179-3', 'hsa-mir-8061', 'hsa-mir-4446']"
Gene_439,"['hsa-mir-3179-4', 'hsa-mir-8060', 'hsa-mir-4447']"
Gene_440,"['hsa-mir-3180-1', 'hsa-mir-8059', 'hsa-mir-4448']"
Gene_441,"['hsa-mir-3180-2', 'hsa-mir-8058', 'hsa-mir-4449']"
Gene_442,"['hsa-mir-3180-3', 'hsa-mir-8057', 'hsa-mir-4450']"
Gene_443,"['hsa-mir-3180-4', 'hsa-mir-8056', 'hsa-mir-4451']"
Gene_444,"['hsa-mir-3180-5', 'hsa-mir-8055', 'hsa-mir-4452']"
Gene_445,"['hsa-mir-3181', 'hsa-mir-8054', 'hsa-mir-4453']"
Gene_446,"['hsa-mir-3182', 'hsa-mir-8053', 'hsa-mir-4454']"
Gene_447,"['hsa-mir-3183', 'hsa-mir-8052', 'hsa-mir-4455']"
Gene_448,"['hsa-mir-3184', 'hsa-mir-802', 'hsa-mir-4456']"
Gene_449,"['hsa-mir-3185', 'hsa-mir-7978', 'hsa-mir-4457']"
Gene_450,"['hsa-mir-3186', 'hsa-mir-7977', 'hsa-mir-4458']"
Gene_451,"['hsa-mir-3187', 'hsa-mir-7976', 'hsa-mir-4459']"
Gene_452,"['hsa-mir-3188', 'hsa-mir-7975', 'hsa-mir-4460']"
Gene_453,"['hsa-mir-3189', 'hsa-mir-7974', 'hsa-mir-4461']"
Gene_454,"['hsa-mir-3190', 'hsa-mir-7973-2', 'hsa-mir-4462']"
Gene_455,"['hsa-mir-3191', 'hsa-mir-7973-1', 'hsa-mir-4463']"
Gene_456,"['hsa-mir-3192', 'hsa-mir-7856', 'hsa-mir-4464']"
Gene_457,"['hsa-mir-3193', 'hsa-mir-7855', 'hsa-mir-4465']"
Gene_458,"['hsa-mir-3194', 'hsa-mir-7854', 'hsa-mir-4466']"
Gene_459,"['hsa-mir-3195', 'hsa-mir-7853', 'hsa-mir-4467']"
Gene_460,"['hsa-mir-3196', 'hsa-mir-7852', 'hsa-mir-4468']"
Gene_461,"['hsa-mir-3197', 'hsa-mir-7851', 'hsa-mir-4469']"
Gene_462,"['hsa-mir-3198-1', 'hsa-mir-7850', 'hsa-mir-4470']"
Gene_463,"['hsa-mir-3198-2', 'hsa-mir-7849', 'hsa-mir-4471']"
Gene_464,"['hsa-mir-3199-1', 'hsa-mir-7848', 'hsa-mir-4472-1']"
Gene_465,"['hsa-mir-3199-2', 'hsa-mir-7847', 'hsa-mir-4472-2']"
Gene_466,"['hsa-mir-32', 'hsa-mir-7846', 'hsa-mir-4473']"
Gene_467,"['hsa-mir-3200', 'hsa-mir-7845', 'hsa-mir-4474']"
Gene_468,"['hsa-mir-3201', 'hsa-mir-7844', 'hsa-mir-4475']"
Gene_469,"['hsa-mir-3202-1', 'hsa-mir-7843', 'hsa-mir-4476']"
Gene_470,"['hsa-mir-3202-2', 'hsa-mir-7706', 'hsa-mir-4477a']"
Gene_471,"['hsa-mir-320a', 'hsa-mir-7705', 'hsa-mir-4477b']"
Gene_472,"['hsa-mir-320b-1', 'hsa-mir-7704', 'hsa-mir-4478']"
Gene_473,"['hsa-mir-320b-2', 'hsa-mir-7703', 'hsa-mir-4479']"
Gene_474,"['hsa-mir-320c-1', 'hsa-mir-7702', 'hsa-mir-448']"
Gene_475,"['hsa-mir-320c-2', 'hsa-mir-770', 'hsa-mir-4480']"
Gene_476,"['hsa-mir-320d-1', 'hsa-mir-769', 'hsa-mir-4481']"
Gene_477,"['hsa-mir-320d-2', 'hsa-mir-767', 'hsa-mir-4482']"
Gene_478,"['hsa-mir-320e', 'hsa-mir-766', 'hsa-mir-4483']"
Gene_479,"['hsa-mir-323a', 'hsa-mir-765', 'hsa-mir-4484']"
Gene_480,"['hsa-mir-323b', 'hsa-mir-7641-2', 'hsa-mir-4485']"
Gene_481,"['hsa-mir-324', 'hsa-mir-7641-1', 'hsa-mir-4486']"
Gene_482,"['hsa-mir-325', 'hsa-mir-764', 'hsa-mir-4487']"
Gene_483,"['hsa-mir-326', 'hsa-mir-762', 'hsa-mir-4488']"
Gene_484,"['hsa-mir-328', 'hsa-mir-761', 'hsa-mir-4489']"
Gene_485,"['hsa-mir-329-1', 'hsa-mir-760', 'hsa-mir-4490']"
Gene_486,"['hsa-mir-329-2', 'hsa-mir-759', 'hsa-mir-4491']"
Gene_487,"['hsa-mir-330', 'hsa-mir-758', 'hsa-mir-4492']"
Gene_488,"['hsa-mir-331', 'hsa-mir-7515', 'hsa-mir-4493']"
Gene_489,"['hsa-mir-335', 'hsa-mir-744', 'hsa-mir-4494']"
Gene_490,"['hsa-mir-337', 'hsa-mir-718', 'hsa-mir-4495']"
Gene_491,"['hsa-mir-338', 'hsa-mir-7162', 'hsa-mir-4496']"
Gene_492,"['hsa-mir-339', 'hsa-mir-7161', 'hsa-mir-4497']"
Gene_493,"['hsa-mir-33a', 'hsa-mir-7160', 'hsa-mir-4498']"
Gene_494,"['hsa-mir-33b', 'hsa-mir-7159', 'hsa-mir-4499']"
Gene_495,"['hsa-mir-340', 'hsa-mir-7158', 'hsa-mir-449a']"
Gene_496,"['hsa-mir-342', 'hsa-mir-7157', 'hsa-mir-449b']"
Gene_497,"['hsa-mir-345', 'hsa-mir-7156', 'hsa-mir-449c']"
Gene_498,"['hsa-mir-346', 'hsa-mir-7155', 'hsa-mir-4500']"
Gene_499,"['hsa-mir-34a', 'hsa-mir-7154', 'hsa-mir-4501']"
Gene_500,"['hsa-mir-34b', 'hsa-mir-7153', 'hsa-mir-4502']"
Gene_501,"['hsa-mir-34c', 'hsa-mir-7152', 'hsa-mir-4503']"
Gene_502,"['hsa-mir-3529', 'hsa-mir-7151', 'hsa-mir-4504']"
Gene_503,"['hsa-mir-3591', 'hsa-mir-7150', 'hsa-mir-4505']"
Gene_504,"['hsa-mir-3605', 'hsa-mir-7114', 'hsa-mir-4506']"
Gene_505,"['hsa-mir-3606', 'hsa-mir-7113', 'hsa-mir-4507']"
Gene_506,"['hsa-mir-3607', 'hsa-mir-7112', 'hsa-mir-4508']"
Gene_507,"['hsa-mir-3609', 'hsa-mir-7111', 'hsa-mir-4509-1']"
Gene_508,"['hsa-mir-361', 'hsa-mir-7110', 'hsa-mir-4509-2']"
Gene_509,"['hsa-mir-3610', 'hsa-mir-711', 'hsa-mir-4509-3']"
Gene_510,"['hsa-mir-3611', 'hsa-mir-7109', 'hsa-mir-450a-1']"
Gene_511,"['hsa-mir-3612', 'hsa-mir-7108', 'hsa-mir-450a-2']"
Gene_512,"['hsa-mir-3613', 'hsa-mir-7107', 'hsa-mir-450b']"
Gene_513,"['hsa-mir-3614', 'hsa-mir-7106', 'hsa-mir-4510']"
Gene_514,"['hsa-mir-3615', 'hsa-mir-708', 'hsa-mir-4511']"
Gene_515,"['hsa-mir-3616', 'hsa-mir-7-3', 'hsa-mir-4512']"
Gene_516,"['hsa-mir-3617', 'hsa-mir-7-2', 'hsa-mir-4513']"
Gene_517,"['hsa-mir-3618', 'hsa-mir-7-1', 'hsa-mir-4514']"
Gene_518,"['hsa-mir-3619', 'hsa-mir-6895', 'hsa-mir-4515']"
Gene_519,"['hsa-mir-362', 'hsa-mir-6894', 'hsa-mir-4516']"
Gene_520,"['hsa-mir-3620', 'hsa-mir-6893', 'hsa-mir-4517']"
Gene_521,"['hsa-mir-3621', 'hsa-mir-6892', 'hsa-mir-4518']"
Gene_522,"['hsa-mir-3622a', 'hsa-mir-6891', 'hsa-mir-4519']"
Gene_523,"['hsa-mir-3622b', 'hsa-mir-6890', 'hsa-mir-451a']"
Gene_524,"['hsa-mir-363', 'hsa-mir-6889', 'hsa-mir-451b']"
Gene_525,"['hsa-mir-3646', 'hsa-mir-6888', 'hsa-mir-452']"
Gene_526,"['hsa-mir-3648-1', 'hsa-mir-6887', 'hsa-mir-4520-1']"
Gene_527,"['hsa-mir-3648-2', 'hsa-mir-6886', 'hsa-mir-4520-2']"
Gene_528,"['hsa-mir-3649', 'hsa-mir-6885', 'hsa-mir-4521']"
Gene_529,"['hsa-mir-3650', 'hsa-mir-6884', 'hsa-mir-4522']"
Gene_530,"['hsa-mir-3651', 'hsa-mir-6883', 'hsa-mir-4523']"
Gene_531,"['hsa-mir-3652', 'hsa-mir-6882', 'hsa-mir-4524a']"
Gene_532,"['hsa-mir-3653', 'hsa-mir-6881', 'hsa-mir-4524b']"
Gene_533,"['hsa-mir-3654', 'hsa-mir-6880', 'hsa-mir-4525']"
Gene_534,"['hsa-mir-3655', 'hsa-mir-6879', 'hsa-mir-4526']"
Gene_535,"['hsa-mir-3656', 'hsa-mir-6878', 'hsa-mir-4527']"
Gene_536,"['hsa-mir-3657', 'hsa-mir-6877', 'hsa-mir-4528']"
Gene_537,"['hsa-mir-3658', 'hsa-mir-6876', 'hsa-mir-4529']"
Gene_538,"['hsa-mir-3659', 'hsa-mir-6875', 'hsa-mir-4530']"
Gene_539,"['hsa-mir-365a', 'hsa-mir-6874', 'hsa-mir-4531']"
Gene_540,"['hsa-mir-365b', 'hsa-mir-6873', 'hsa-mir-4532']"
Gene_541,"['hsa-mir-3660', 'hsa-mir-6872', 'hsa-mir-4533']"
Gene_542,"['hsa-mir-3661', 'hsa-mir-6871', 'hsa-mir-4534']"
Gene_543,"['hsa-mir-3662', 'hsa-mir-6870', 'hsa-mir-4535']"
Gene_544,"['hsa-mir-3663', 'hsa-mir-6869', 'hsa-mir-4536-1']"
Gene_545,"['hsa-mir-3664', 'hsa-mir-6868', 'hsa-mir-4536-2']"
Gene_546,"['hsa-mir-3665', 'hsa-mir-6867', 'hsa-mir-4537']"
Gene_547,"['hsa-mir-3666', 'hsa-mir-6866', 'hsa-mir-4538']"
Gene_548,"['hsa-mir-3667', 'hsa-mir-6865', 'hsa-mir-4539']"
Gene_549,"['hsa-mir-3668', 'hsa-mir-6864', 'hsa-mir-454']"
Gene_550,"['hsa-mir-367', 'hsa-mir-6863', 'hsa-mir-4540']"
Gene_551,"['hsa-mir-3670-1', 'hsa-mir-6862-2', 'hsa-mir-455']"
Gene_552,"['hsa-mir-3670-2', 'hsa-mir-6862-1', 'hsa-mir-4632']"
Gene_553,"['hsa-mir-3670-3', 'hsa-mir-6861', 'hsa-mir-4633']"
Gene_554,"['hsa-mir-3670-4', 'hsa-mir-6860', 'hsa-mir-4634']"
Gene_555,"['hsa-mir-3671', 'hsa-mir-6859-4', 'hsa-mir-4635']"
Gene_556,"['hsa-mir-3672', 'hsa-mir-6859-3', 'hsa-mir-4636']"
Gene_557,"['hsa-mir-3674', 'hsa-mir-6859-2', 'hsa-mir-4637']"
Gene_558,"['hsa-mir-3675', 'hsa-mir-6859-1', 'hsa-mir-4638']"
Gene_559,"['hsa-mir-3677', 'hsa-mir-6858', 'hsa-mir-4639']"
Gene_560,"['hsa-mir-3678', 'hsa-mir-6857', 'hsa-mir-4640']"
Gene_561,"['hsa-mir-3679', 'hsa-mir-6856', 'hsa-mir-4641']"
Gene_562,"['hsa-mir-3680-1', 'hsa-mir-6855', 'hsa-mir-4642']"
Gene_563,"['hsa-mir-3680-2', 'hsa-mir-6854', 'hsa-mir-4643']"
Gene_564,"['hsa-mir-3681', 'hsa-mir-6853', 'hsa-mir-4644']"
Gene_565,"['hsa-mir-3682', 'hsa-mir-6852', 'hsa-mir-4645']"
Gene_566,"['hsa-mir-3683', 'hsa-mir-6851', 'hsa-mir-4646']"
Gene_567,"['hsa-mir-3684', 'hsa-mir-6850', 'hsa-mir-4647']"
Gene_568,"['hsa-mir-3685', 'hsa-mir-6849', 'hsa-mir-4648']"
Gene_569,"['hsa-mir-3686', 'hsa-mir-6848', 'hsa-mir-4649']"
Gene_570,"['hsa-mir-3687-1', 'hsa-mir-6847', 'hsa-mir-4650-1']"
Gene_571,"['hsa-mir-3687-2', 'hsa-mir-6846', 'hsa-mir-4650-2']"
Gene_572,"['hsa-mir-3688-1', 'hsa-mir-6845', 'hsa-mir-4651']"
Gene_573,"['hsa-mir-3688-2', 'hsa-mir-6844', 'hsa-mir-4652']"
Gene_574,"['hsa-mir-3689a', 'hsa-mir-6843', 'hsa-mir-4653']"
Gene_575,"['hsa-mir-3689b', 'hsa-mir-6842', 'hsa-mir-4654']"
Gene_576,"['hsa-mir-3689c', 'hsa-mir-6841', 'hsa-mir-4655']"
Gene_577,"['hsa-mir-3689d-1', 'hsa-mir-6840', 'hsa-mir-4656']"
Gene_578,"['hsa-mir-3689d-2', 'hsa-mir-6839', 'hsa-mir-4657']"
Gene_579,"['hsa-mir-3689e', 'hsa-mir-6838', 'hsa-mir-4658']"
Gene_580,"['hsa-mir-3689f', 'hsa-mir-6837', 'hsa-mir-4659a']"
Gene_581,"['hsa-mir-369', 'hsa-mir-6836', 'hsa-mir-4659b']"
Gene_582,"['hsa-mir-3690-1', 'hsa-mir-6835', 'hsa-mir-466']"
Gene_583,"['hsa-mir-3690-2', 'hsa-mir-6834', 'hsa-mir-4660']"
Gene_584,"['hsa-mir-3691', 'hsa-mir-6833', 'hsa-mir-4661']"
Gene_585,"['hsa-mir-3692', 'hsa-mir-6832', 'hsa-mir-4662a']"
Gene_586,"['hsa-mir-370', 'hsa-mir-6831', 'hsa-mir-4662b']"
Gene_587,"['hsa-mir-3713', 'hsa-mir-6830', 'hsa-mir-4663']"
Gene_588,"['hsa-mir-3714', 'hsa-mir-6829', 'hsa-mir-4664']"
Gene_589,"['hsa-mir-371a', 'hsa-mir-6828', 'hsa-mir-4665']"
Gene_590,"['hsa-mir-371b', 'hsa-mir-6827', 'hsa-mir-4666a']"
Gene_591,"['hsa-mir-372', 'hsa-mir-6826', 'hsa-mir-4666b']"
Gene_592,"['hsa-mir-373', 'hsa-mir-6825', 'hsa-mir-4667']"
Gene_593,"['hsa-mir-374a', 'hsa-mir-6824', 'hsa-mir-4668']"
Gene_594,"['hsa-mir-374b', 'hsa-mir-6823', 'hsa-mir-4669']"
Gene_595,"['hsa-mir-374c', 'hsa-mir-6822', 'hsa-mir-4670']"
Gene_596,"['hsa-mir-375', 'hsa-mir-6821', 'hsa-mir-4671']"
Gene_597,"['hsa-mir-376a-1', 'hsa-mir-6820', 'hsa-mir-4672']"
Gene_598,"['hsa-mir-376a-2', 'hsa-mir-6819', 'hsa-mir-4673']"
Gene_599,"['hsa-mir-376b', 'hsa-mir-6818', 'hsa-mir-4674']"
Gene_600,"['hsa-mir-376c', 'hsa-mir-6817', 'hsa-mir-4675']"
Gene_601,"['hsa-mir-377', 'hsa-mir-6816', 'hsa-mir-4676']"
Gene_602,"['hsa-mir-378a', 'hsa-mir-6815', 'hsa-mir-4677']"
Gene_603,"['hsa-mir-378b', 'hsa-mir-6814', 'hsa-mir-4678']"
Gene_604,"['hsa-mir-378c', 'hsa-mir-6813', 'hsa-mir-4679-1']"
Gene_605,"['hsa-mir-378d-1', 'hsa-mir-6812', 'hsa-mir-4679-2']"
Gene_606,"['hsa-mir-378d-2', 'hsa-mir-6811', 'hsa-mir-4680']"
Gene_607,"['hsa-mir-378e', 'hsa-mir-6810', 'hsa-mir-4681']"
Gene_608,"['hsa-mir-378f', 'hsa-mir-6809', 'hsa-mir-4682']"
Gene_609,"['hsa-mir-378g', 'hsa-mir-6808', 'hsa-mir-4683']"
Gene_610,"['hsa-mir-378h', 'hsa-mir-6807', 'hsa-mir-4684']"
Gene_611,"['hsa-mir-378i', 'hsa-mir-6806', 'hsa-mir-4685']"
Gene_612,"['hsa-mir-378j', 'hsa-mir-6805', 'hsa-mir-4686']"
Gene_613,"['hsa-mir-379', 'hsa-mir-6804', 'hsa-mir-4687']"
Gene_614,"['hsa-mir-380', 'hsa-mir-6803', 'hsa-mir-4688']"
Gene_615,"['hsa-mir-381', 'hsa-mir-6802', 'hsa-mir-4689']"
Gene_616,"['hsa-mir-382', 'hsa-mir-6801', 'hsa-mir-4690']"
Gene_617,"['hsa-mir-383', 'hsa-mir-6800', 'hsa-mir-4691']"
Gene_618,"['hsa-mir-384', 'hsa-mir-6799', 'hsa-mir-4692']"
Gene_619,"['hsa-mir-3907', 'hsa-mir-6798', 'hsa-mir-4693']"
Gene_620,"['hsa-mir-3908', 'hsa-mir-6797', 'hsa-mir-4694']"
Gene_621,"['hsa-mir-3909', 'hsa-mir-6796', 'hsa-mir-4695']"
Gene_622,"['hsa-mir-3910-1', 'hsa-mir-6795', 'hsa-mir-4696']"
Gene_623,"['hsa-mir-3910-2', 'hsa-mir-6794', 'hsa-mir-4697']"
